Index, u_t(us), y_t(us), u(rad), Theta(rad), Omega(rad/s), Omega_ref(rad/s)
348, 26728455, 26728989, 1.48326004, 1.56881809, -2.71428680, -0.05769395
349, 26729455, 26729985, 1.48084462, 1.56652927, -2.71428680, 0.28846979
350, 26730455, 26730985, 1.47842932, 1.56385899, -2.74603271, 0.28846979
351, 26731455, 26731987, 1.47601449, 1.56118870, -2.74603271, 0.28846979
352, 26732455, 26732979, 1.47360063, 1.55813694, -2.74603271, 0.51924562
353, 26733455, 26733983, 1.47118759, 1.55546665, -2.74603271, 0.75002146
354, 26734455, 26734984, 1.46877646, 1.55279636, -2.74603271, 0.63463354
355, 26735455, 26735984, 1.46636760, 1.55050755, -2.71428680, 0.63463354
356, 26736455, 26736980, 1.46396196, 1.54745579, -2.71428680, 0.63463354
357, 26737455, 26737982, 1.46155882, 1.54516697, -2.68254089, 0.63463354
358, 26738455, 26738978, 1.45915747, 1.54249668, -2.65079498, 0.63463354
359, 26739455, 26739979, 1.45675826, 1.54020786, -2.61904907, 0.40385768
360, 26740455, 26740987, 1.45436144, 1.53791904, -2.58730316, 0.63463354
361, 26741455, 26741983, 1.45196629, 1.53524876, -2.55555725, 0.51924562
362, 26742455, 26742981, 1.44957328, 1.53295994, -2.52381134, 0.28846979
363, 26743455, 26743983, 1.44718146, 1.53067017, -2.46031570, 0.28846979
364, 26744455, 26744981, 1.44479024, 1.52876282, -2.42856979, 0.40385768
365, 26745455, 26745984, 1.44240046, 1.52609253, -2.39682388, 0.51924562
366, 26746455, 26746982, 1.44000983, 1.52418518, -2.36507797, 0.63463354
367, 26747455, 26747982, 1.43761790, 1.52189636, -2.33333206, 0.40385768
368, 26748455, 26748984, 1.43522322, 1.51960754, -2.30158615, 0.51924562
369, 26749455, 26749976, 1.43282497, 1.51770020, -2.23809433, 0.28846979
370, 26750455, 26750981, 1.43042266, 1.51579285, -2.20634842, 0.51924562
371, 26751455, 26751985, 1.42801487, 1.51350403, -2.20634842, 0.28846979
372, 26752455, 26752979, 1.42560112, 1.51159668, -2.14285660, 0.28846979
373, 26753455, 26753979, 1.42317975, 1.50968933, -2.11111069, 0.40385768
374, 26754455, 26754981, 1.42074966, 1.50740051, -2.11111069, 0.28846979
375, 26755455, 26755985, 1.41831017, 1.50549316, -2.07936478, 0.17308187
376, 26756455, 26756982, 1.41586161, 1.50358582, -2.07936478, 0.40385768
377, 26757455, 26757986, 1.41340268, 1.50167847, -2.04761887, -0.28846979
378, 26758455, 26758986, 1.41093338, 1.49977112, -2.01587296, 0.17308187
379, 26759455, 26759984, 1.40845323, 1.49748230, -2.01587296, 0.17308187
380, 26760455, 26760984, 1.40596068, 1.49557495, -2.01587296, 0.17308187
381, 26761455, 26761986, 1.40345669, 1.49366760, -1.98412704, 0.17308187
382, 26762455, 26762981, 1.40094113, 1.49176025, -1.98412704, 0.28846979
383, 26763455, 26763983, 1.39841461, 1.48985291, -1.98412704, 0.28846979
384, 26764455, 26764985, 1.39587831, 1.48794556, -1.95238113, 0.40385768
385, 26765455, 26765981, 1.39333344, 1.48603821, -1.95238113, 0.75002146
386, 26766455, 26766985, 1.39078057, 1.48374939, -1.98412704, 0.05769395
387, 26767455, 26767986, 1.38822079, 1.48184204, -1.98412704, 0.17308187
388, 26768455, 26768984, 1.38565493, 1.47993469, -1.98412704, 0.17308187
389, 26769455, 26769984, 1.38308203, 1.47802734, -1.98412704, 0.05769395
390, 26770455, 26770982, 1.38050485, 1.47573853, -1.98412704, 0.17308187
391, 26771455, 26771982, 1.37792373, 1.47383118, -2.01587296, -0.05769395
392, 26772455, 26772982, 1.37534046, 1.47192383, -2.01587296, 0.17308187
393, 26773455, 26773981, 1.37275577, 1.47001648, -1.98412704, 0.28846979
394, 26774455, 26774983, 1.37017167, 1.46810818, -1.98412704, -0.17308187
395, 26775455, 26775983, 1.36758947, 1.46581936, -1.98412704, -0.05769395
396, 26776455, 26776983, 1.36501026, 1.46429348, -1.98412704, 0.17308187
397, 26777455, 26777983, 1.36243463, 1.46238613, -1.98412704, 0.05769395
398, 26778455, 26778982, 1.35986447, 1.46009731, -1.98412704, 0.05769395
399, 26779455, 26779984, 1.35730183, 1.45818996, -1.98412704, 0.05769395
400, 26780455, 26780980, 1.35474718, 1.45590115, -1.98412704, 0.05769395
401, 26781455, 26781980, 1.35220325, 1.45437527, -1.98412704, 0.17308187
402, 26782455, 26782982, 1.34967077, 1.45246792, -1.98412704, 0.40385768
403, 26783455, 26783978, 1.34715247, 1.45017910, -1.98412704, 0.05769395
404, 26784455, 26784981, 1.34464967, 1.44827175, -2.01587296, 0.05769395
405, 26785455, 26785981, 1.34216309, 1.44636440, -2.01587296, -0.17308187
406, 26786455, 26786979, 1.33969414, 1.44407558, -2.01587296, 0.05769395
407, 26787455, 26787981, 1.33724606, 1.44216824, -2.01587296, 0.05769395
408, 26788455, 26788979, 1.33482039, 1.44026089, -2.01587296, -0.05769395
409, 26789455, 26789975, 1.33241868, 1.43797207, -2.04761887, -0.05769395
410, 26790455, 26790976, 1.33004141, 1.43568325, -2.07936478, 0.17308187
411, 26791455, 26791976, 1.32769263, 1.43377590, -2.07936478, -0.17308187
412, 26792455, 26792974, 1.32537496, 1.43148708, -2.11111069, -0.05769395
413, 26793455, 26793976, 1.32309127, 1.42957973, -2.11111069, 0.17308187
414, 26794455, 26794974, 1.32084286, 1.42729092, -2.11111069, 0.05769395
415, 26795455, 26795984, 1.31863236, 1.42500210, -2.14285660, 0.05769395
416, 26796455, 26796985, 1.31646454, 1.42271328, -2.14285660, 0.17308187
417, 26797455, 26797975, 1.31434333, 1.42080593, -2.17460251, 0.17308187
418, 26798455, 26798987, 1.31227326, 1.41851711, -2.14285660, 0.05769395
419, 26799455, 26799973, 1.31025505, 1.41622829, -2.17460251, -0.05769395
420, 26800455, 26800975, 1.30829167, 1.41432095, -2.17460251, 0.17308187
421, 26801455, 26801971, 1.30638850, 1.41203213, -2.20634842, -0.05769395
422, 26802455, 26802990, 1.30454862, 1.40974331, -2.20634842, 0.05769395
423, 26803455, 26803984, 1.30277789, 1.40745449, -2.20634842, 0.05769395
424, 26804455, 26804970, 1.30108106, 1.40554619, -2.23809433, 0.05769395
425, 26805455, 26805982, 1.29946375, 1.40287590, -2.23809433, 0.17308187
426, 26806455, 26806984, 1.29792774, 1.40058708, -2.26984024, 0.05769395
427, 26807455, 26807981, 1.29647613, 1.39829826, -2.23809433, -0.28846979
428, 26808455, 26808981, 1.29511142, 1.39600945, -2.26984024, 0.05769395
429, 26809455, 26809983, 1.29383540, 1.39372063, -2.26984024, 0.05769395
430, 26810455, 26810973, 1.29265094, 1.39143181, -2.26984024, 0.17308187
431, 26811455, 26811979, 1.29156137, 1.38914299, -2.26984024, 0.28846979
432, 26812455, 26812981, 1.29056585, 1.38685417, -2.30158615, 0.28846979
433, 26813455, 26813977, 1.28966463, 1.38456535, -2.30158615, 0.28846979
434, 26814455, 26814988, 1.28885770, 1.38189507, -2.33333206, 0.17308187
435, 26815455, 26815980, 1.28814244, 1.37960625, -2.33333206, 0.28846979
436, 26816455, 26816982, 1.28751564, 1.37769890, -2.33333206, 0.05769395
437, 26817455, 26817986, 1.28697288, 1.37541008, -2.33333206, 0.17308187
438, 26818455, 26818988, 1.28651059, 1.37273979, -2.36507797, -0.05769395
439, 26819455, 26819984, 1.28612661, 1.37045097, -2.33333206, 0.05769395
440, 26820455, 26820984, 1.28581429, 1.36816216, -2.33333206, -0.05769395
441, 26821455, 26821985, 1.28556788, 1.36587334, -2.36507797, 0.28846979
442, 26822455, 26822983, 1.28538477, 1.36358452, -2.33333206, 0.17308187
443, 26823455, 26823983, 1.28526008, 1.36129570, -2.33333206, 0.28846979
444, 26824455, 26824981, 1.28519082, 1.35900688, -2.33333206, 0.63463354
445, 26825455, 26825979, 1.28517306, 1.35709953, -2.30158615, 0.63463354
446, 26826455, 26826982, 1.28520453, 1.35481071, -2.26984024, 0.86540931
447, 26827455, 26827980, 1.28528523, 1.35252190, -2.26984024, 0.86540931
448, 26828455, 26828982, 1.28541219, 1.35061455, -2.23809433, 0.86540931
449, 26829455, 26829980, 1.28558576, 1.34832573, -2.20634842, 0.51924562
450, 26830455, 26830978, 1.28580570, 1.34679985, -2.14285660, 0.40385768
451, 26831455, 26831987, 1.28607178, 1.34489250, -2.11111069, 0.51924562
452, 26832455, 26832983, 1.28638363, 1.34298420, -2.04761887, 0.75002146
453, 26833455, 26833983, 1.28674269, 1.34145832, -1.98412704, 0.75002146
454, 26834455, 26834985, 1.28715003, 1.33955097, -1.95238113, 0.63463354
455, 26835455, 26835981, 1.28760648, 1.33802509, -1.88888931, 1.21157312
456, 26836455, 26836985, 1.28811264, 1.33611774, -1.82539749, 0.86540931
457, 26837455, 26837982, 1.28867078, 1.33497334, -1.76190567, 0.75002146
458, 26838455, 26838988, 1.28927898, 1.33344746, -1.69841385, 0.86540931
459, 26839455, 26839982, 1.28993690, 1.33230305, -1.63492203, 0.98079723
460, 26840455, 26840988, 1.29064369, 1.33077717, -1.57143021, 0.40385768
461, 26841455, 26841980, 1.29139972, 1.33001423, -1.50793839, 0.51924562
462, 26842455, 26842984, 1.29220510, 1.32848835, -1.44444275, 0.63463354
463, 26843455, 26843979, 1.29305899, 1.32734394, -1.38095093, 0.75002146
464, 26844455, 26844985, 1.29396129, 1.32658100, -1.31745911, 0.98079723
465, 26845455, 26845983, 1.29491091, 1.32543659, -1.22222137, 0.86540931
466, 26846455, 26846983, 1.29590750, 1.32467365, -1.19047546, 0.63463354
467, 26847455, 26847983, 1.29694879, 1.32391071, -1.12698364, 0.75002146
468, 26848455, 26848981, 1.29803598, 1.32314777, -1.06349182, 0.63463354
469, 26849455, 26849984, 1.29916525, 1.32238483, -1.00000000, 0.86540931
470, 26850455, 26850982, 1.30033553, 1.32162189, -0.93650818, 1.21157312
471, 26851455, 26851984, 1.30154514, 1.32085896, -0.87301636, 0.86540931
472, 26852455, 26852984, 1.30279052, 1.32047749, -0.80952454, 1.21157312
473, 26853455, 26853976, 1.30406857, 1.32009602, -0.74603271, 0.63463354
474, 26854455, 26854983, 1.30537939, 1.31971455, -0.68254089, 0.63463354
475, 26855455, 26855977, 1.30672193, 1.31933308, -0.65079498, 0.75002146
476, 26856455, 26856985, 1.30809295, 1.31857014, -0.55555725, 0.40385768
477, 26857455, 26857985, 1.30948985, 1.31818867, -0.52381134, 0.98079723
478, 26858455, 26858985, 1.31091201, 1.31780720, -0.46031952, 0.86540931
479, 26859455, 26859984, 1.31235683, 1.31780720, -0.42857361, 0.40385768
480, 26860455, 26860984, 1.31382132, 1.31780720, -0.36508179, 0.40385768
481, 26861455, 26861984, 1.31530535, 1.31742573, -0.33333588, 0.63463354
482, 26862455, 26862982, 1.31680679, 1.31742573, -0.30158997, 0.51924562
483, 26863455, 26863986, 1.31832242, 1.31742573, -0.23809814, 0.28846979
484, 26864455, 26864990, 1.31985056, 1.31742573, -0.20635223, 0.51924562
485, 26865455, 26865983, 1.32139051, 1.31742573, -0.14286041, 0.28846979
486, 26866455, 26866981, 1.32294023, 1.31780720, -0.07936859, 0.28846979
487, 26867455, 26867983, 1.32449758, 1.31780720, -0.04762268, 0.51924562
488, 26868455, 26868983, 1.32606077, 1.31818867, -0.01587677, 0.75002146
489, 26869455, 26869993, 1.32762897, 1.31818867, 0.04762268, 0.28846979
490, 26870455, 26870987, 1.32920170, 1.31857014, 0.07936859, 0.28846979
491, 26871455, 26871982, 1.33077693, 1.31857014, 0.11111450, 0.05769395
492, 26872455, 26872980, 1.33235586, 1.31895161, 0.14286041, 0.40385768
493, 26873455, 26873986, 1.33393645, 1.31933308, 0.14286041, 0.40385768
494, 26874455, 26874978, 1.33551693, 1.31933308, 0.17460632, 0.63463354
495, 26875455, 26875978, 1.33710015, 1.31971455, 0.17460632, 0.40385768
496, 26876455, 26876984, 1.33868456, 1.31971455, 0.17460632, 0.40385768
497, 26877455, 26877989, 1.34026909, 1.32009602, 0.20635223, 0.40385768
498, 26878455, 26878985, 1.34185076, 1.32047749, 0.20635223, 0.51924562
499, 26879455, 26879985, 1.34343135, 1.32047749, 0.20635223, 0.75002146
500, 26880455, 26880983, 1.34500933, 1.32047749, 0.20635223, 0.86540931
501, 26881455, 26881975, 1.34658492, 1.32085896, 0.23809814, 0.63463354
502, 26882455, 26882982, 1.34815621, 1.32124043, 0.23809814, 0.86540931
503, 26883455, 26883988, 1.34972382, 1.32162189, 0.23809814, 0.75002146
504, 26884455, 26884982, 1.35128498, 1.32200336, 0.26984406, 0.98079723
505, 26885455, 26885984, 1.35284066, 1.32276630, 0.26984406, 0.63463354
506, 26886455, 26886980, 1.35438848, 1.32314777, 0.30158997, 0.63463354
507, 26887455, 26887985, 1.35592759, 1.32352924, 0.33333588, 0.63463354
508, 26888455, 26888987, 1.35745800, 1.32391071, 0.36508179, 0.63463354
509, 26889455, 26889987, 1.35897899, 1.32429218, 0.39682770, 0.86540931
510, 26890455, 26890983, 1.36048996, 1.32505512, 0.42857361, 0.98079723
511, 26891455, 26891983, 1.36199141, 1.32543659, 0.42857361, 0.86540931
512, 26892455, 26892983, 1.36348343, 1.32619953, 0.46031952, 0.86540931
513, 26893455, 26893984, 1.36496735, 1.32696247, 0.52381134, 0.75002146
514, 26894455, 26894982, 1.36644065, 1.32734394, 0.52381134, 0.75002146
515, 26895455, 26895986, 1.36790228, 1.32810688, 0.55555725, 0.75002146
516, 26896455, 26896982, 1.36935115, 1.32886982, 0.58730316, 0.51924562
517, 26897455, 26897986, 1.37078714, 1.33001423, 0.61904907, 0.51924562
518, 26898455, 26898984, 1.37221169, 1.33039570, 0.65079498, 0.40385768
519, 26899455, 26899981, 1.37362444, 1.33115864, 0.68254089, 0.51924562
520, 26900455, 26900983, 1.37502420, 1.33230305, 0.71428680, 0.51924562
521, 26901455, 26901985, 1.37641144, 1.33306599, 0.74603271, 0.51924562
522, 26902455, 26902981, 1.37778521, 1.33382893, 0.74603271, 0.63463354
523, 26903455, 26903981, 1.37914479, 1.33497334, 0.77777863, 0.28846979
524, 26904455, 26904984, 1.38049102, 1.33611774, 0.80952454, 0.75002146
525, 26905455, 26905984, 1.38182533, 1.33649921, 0.84127045, 0.51924562
526, 26906455, 26906982, 1.38314664, 1.33764362, 0.87301636, 1.09618521
527, 26907455, 26907980, 1.38445568, 1.33878803, 0.87301636, 0.86540931
528, 26908455, 26908980, 1.38575351, 1.33955097, 0.93650818, 0.63463354
529, 26909455, 26909981, 1.38704002, 1.34107685, 0.93650818, 0.75002146
530, 26910455, 26910981, 1.38831663, 1.34183979, 0.96825409, 0.51924562
531, 26911455, 26911989, 1.38958108, 1.34298420, 1.00000000, 0.63463354
532, 26912455, 26912981, 1.39083469, 1.34412956, 1.03174591, 0.63463354
533, 26913455, 26913981, 1.39207661, 1.34527397, 1.03174591, 0.63463354
534, 26914455, 26914979, 1.39330852, 1.34641838, 1.06349182, 0.51924562
535, 26915455, 26915980, 1.39453006, 1.34794426, 1.09523773, 0.40385768
536, 26916455, 26916982, 1.39574194, 1.34870720, 1.12698364, 0.51924562
537, 26917455, 26917980, 1.39694393, 1.35023308, 1.12698364, 0.63463354
538, 26918455, 26918978, 1.39813578, 1.35099602, 1.15872955, 0.75002146
539, 26919455, 26919980, 1.39931726, 1.35252190, 1.15872955, 0.86540931
540, 26920455, 26920980, 1.40048587, 1.35404778, 1.15872955, 0.86540931
541, 26921455, 26921981, 1.40164280, 1.35481071, 1.19047546, 0.86540931
542, 26922455, 26922979, 1.40278757, 1.35633659, 1.15872955, 0.51924562
543, 26923455, 26923977, 1.40391910, 1.35748100, 1.19047546, 0.40385768
544, 26924455, 26924979, 1.40503633, 1.35862541, 1.19047546, 0.51924562
545, 26925455, 26925979, 1.40613675, 1.36015129, 1.22222137, 0.40385768
546, 26926455, 26926979, 1.40721977, 1.36129570, 1.22222137, 0.40385768
547, 26927455, 26927976, 1.40828443, 1.36282158, 1.22222137, 0.28846979
548, 26928455, 26928978, 1.40933037, 1.36358452, 1.25396729, 0.51924562
549, 26929455, 26929982, 1.41035581, 1.36511040, 1.25396729, 0.63463354
550, 26930455, 26930980, 1.41136026, 1.36663628, 1.25396729, 0.40385768
551, 26931455, 26931976, 1.41234112, 1.36778069, 1.25396729, 0.40385768
552, 26932455, 26932979, 1.41329682, 1.36930656, 1.25396729, 0.28846979
553, 26933455, 26933979, 1.41422772, 1.37045097, 1.28571320, 0.28846979
554, 26934455, 26934977, 1.41513288, 1.37197685, 1.28571320, 0.63463354
555, 26935455, 26935977, 1.41601098, 1.37273979, 1.28571320, 0.51924562
556, 26936455, 26936973, 1.41686034, 1.37426567, 1.25396729, 0.40385768
557, 26937455, 26937974, 1.41768157, 1.37579155, 1.25396729, 0.28846979
558, 26938455, 26938974, 1.41847372, 1.37693596, 1.28571320, 0.28846979
559, 26939455, 26939976, 1.41923678, 1.37808037, 1.28571320, 0.17308187
560, 26940455, 26940980, 1.41997027, 1.37922478, 1.25396729, 0.17308187
561, 26941455, 26941976, 1.42067552, 1.38075066, 1.25396729, 0.40385768
562, 26942455, 26942976, 1.42135143, 1.38151360, 1.22222137, 0.40385768
563, 26943455, 26943975, 1.42199767, 1.38303947, 1.22222137, 0.28846979
564, 26944455, 26944987, 1.42261434, 1.38418388, 1.22222137, 0.40385768
565, 26945455, 26945979, 1.42320049, 1.38532829, 1.22222137, 0.05769395
566, 26946455, 26946975, 1.42375576, 1.38647270, 1.19047546, 0.17308187
567, 26947455, 26947975, 1.42427969, 1.38761711, 1.19047546, 0.17308187
568, 26948455, 26948987, 1.42477226, 1.38876152, 1.19047546, 0.17308187
569, 26949455, 26949983, 1.42523348, 1.38990593, 1.15872955, 0.28846979
570, 26950455, 26950986, 1.42566407, 1.39105034, 1.15872955, 0.40385768
571, 26951455, 26951984, 1.42606473, 1.39219475, 1.15872955, 0.28846979
572, 26952455, 26952972, 1.42643416, 1.39295769, 1.12698364, 0.28846979
573, 26953455, 26953986, 1.42677271, 1.39410210, 1.09523773, 0.28846979
574, 26954455, 26954974, 1.42708039, 1.39524651, 1.09523773, 0.17308187
575, 26955455, 26955972, 1.42735732, 1.39600945, 1.06349182, 0.17308187
576, 26956455, 26956985, 1.42760205, 1.39715385, 1.03174591, 0.05769395
577, 26957455, 26957987, 1.42781723, 1.39829826, 1.03174591, 0.05769395
578, 26958455, 26958985, 1.42800200, 1.39906120, 1.03174591, 0.17308187
579, 26959455, 26959975, 1.42815876, 1.40020561, 1.00000000, 0.17308187
580, 26960455, 26960973, 1.42828679, 1.40135002, 0.96825409, -0.05769395
581, 26961455, 26961984, 1.42838633, 1.40173149, 0.96825409, 0.05769395
582, 26962455, 26962982, 1.42845738, 1.40287590, 0.93650818, 0.28846979
583, 26963455, 26963982, 1.42850125, 1.40402031, 0.93650818, 0.28846979
584, 26964455, 26964984, 1.42851901, 1.40478325, 0.93650818, 0.28846979
585, 26965455, 26965968, 1.42851114, 1.40554619, 0.90476227, 0.28846979
586, 26966455, 26966979, 1.42847979, 1.40631008, 0.90476227, 0.28846979
587, 26967455, 26967981, 1.42842698, 1.40707302, 0.90476227, 0.40385768
588, 26968455, 26968983, 1.42835355, 1.40821743, 0.87301636, 0.17308187
589, 26969455, 26969985, 1.42826104, 1.40898037, 0.84127045, 0.17308187
590, 26970455, 26970985, 1.42815101, 1.40936184, 0.84127045, 0.17308187
591, 26971455, 26971985, 1.42802477, 1.41012478, 0.80952454, 0.17308187
592, 26972455, 26972986, 1.42788398, 1.41088772, 0.77777863, 0.17308187
593, 26973455, 26973984, 1.42773354, 1.41165066, 0.74603271, 0.17308187
594, 26974455, 26974984, 1.42757738, 1.41203213, 0.68254089, 0.05769395
595, 26975455, 26975986, 1.42741799, 1.41241360, 0.68254089, 0.17308187
596, 26976455, 26976982, 1.42726064, 1.41317654, 0.65079498, 0.05769395
597, 26977455, 26977982, 1.42711151, 1.41393948, 0.65079498, 0.05769395
598, 26978455, 26978983, 1.42697585, 1.41432095, 0.58730316, 0.05769395
599, 26979455, 26979983, 1.42685890, 1.41508389, 0.58730316, 0.05769395
600, 26980455, 26980985, 1.42676783, 1.41508389, 0.55555725, 0.05769395
601, 26981455, 26981985, 1.42670810, 1.41584682, 0.52381134, 0.40385768
602, 26982455, 26982985, 1.42668927, 1.41622829, 0.52381134, 0.51924562
603, 26983455, 26983987, 1.42671788, 1.41660976, 0.49206543, 0.17308187
604, 26984455, 26984982, 1.42680192, 1.41699123, 0.46031952, 0.28846979
605, 26985455, 26985984, 1.42694926, 1.41737270, 0.42857361, 0.28846979
606, 26986455, 26986984, 1.42716825, 1.41775417, 0.42857361, 0.17308187
607, 26987455, 26987980, 1.42746770, 1.41813564, 0.39682770, 0.51924562
608, 26988455, 26988980, 1.42785740, 1.41851711, 0.39682770, 0.05769395
609, 26989455, 26989981, 1.42834544, 1.41851711, 0.33333588, 0.28846979
610, 26990455, 26990979, 1.42894578, 1.41889858, 0.33333588, 0.28846979
611, 26991455, 26991981, 1.42966962, 1.41928005, 0.30158997, 0.40385768
612, 26992455, 26992981, 1.43052745, 1.41928005, 0.26984406, 0.40385768
613, 26993455, 26993983, 1.43152905, 1.41966152, 0.26984406, 0.28846979
614, 26994455, 26994978, 1.43268299, 1.41966152, 0.23809814, 0.40385768
615, 26995455, 26995980, 1.43399882, 1.42004299, 0.23809814, 0.51924562
616, 26996455, 26996982, 1.43548334, 1.42004299, 0.20635223, 0.28846979
617, 26997455, 26997982, 1.43714142, 1.42042446, 0.17460632, 0.40385768
618, 26998455, 26998984, 1.43897688, 1.42042446, 0.17460632, 0.51924562
619, 26999455, 26999984, 1.44098914, 1.42080593, 0.17460632, 0.40385768
620, 27000455, 27000983, 1.44317806, 1.42080593, 0.14286041, 0.86540931
